cow_id,lactation_number,event,calving_date
13438,0,BRED,2018-10-17
13439,0,BRED,2018-10-17
13440,0,BRED,2018-10-18
13441,0,BRED,2018-10-19
13442,0,BRED,2018-10-19
13443,0,BRED,2018-10-21
13444,0,BRED,2018-10-22
13445,0,BRED,2018-10-23
13446,0,BRED,2018-10-24
13447,0,BRED,2018-10-24
13448,0,BRED,2018-10-25
13449,0,BRED,2018-10-25
13450,0,BRED,2018-10-25
13451,0,BRED,2018-10-25
13452,0,BRED,2018-10-26
13454,0,BRED,2018-10-28
13455,0,BRED,2018-10-28
13456,0,BRED,2018-10-28
13458,0,BRED,2018-10-30
13459,0,BRED,2018-10-31
13460,0,BRED,2018-10-31
13461,0,BRED,2018-10-31
13462,0,BRED,2018-10-31
13463,0,BRED,2018-11-01
13464,0,BRED,2018-11-02
13466,0,BRED,2018-11-03
13467,0,BRED,2018-11-03
13468,0,BRED,2018-11-03
13470,0,BRED,2018-11-04
13471,0,BRED,2018-11-04
13472,0,BRED,2018-11-05
13473,0,BRED,2018-11-05
13477,0,BRED,2018-11-08
13478,0,BRED,2018-11-08
13479,0,BRED,2018-11-09
13483,0,BRED,2018-11-10
13484,0,BRED,2018-11-11
13485,0,BRED,2018-11-11
13488,0,BRED,2018-11-12
13489,0,BRED,2018-11-12
13490,0,BRED,2018-11-12
13492,0,BRED,2018-11-13
13493,0,BRED,2018-11-13
13494,0,BRED,2018-11-13
13495,0,BRED,2018-11-14
13496,0,BRED,2018-11-14
13498,0,BRED,2018-11-15
13499,0,BRED,2018-11-15
13502,0,BRED,2018-11-16
13505,0,BRED,2018-11-16
13507,0,BRED,2018-11-18
13508,0,BRED,2018-11-19
13509,0,BRED,2018-11-19
13510,0,BRED,2018-11-19
13512,0,BRED,2018-11-19
13514,0,BRED,2018-11-19
13516,0,BRED,2018-11-20
13517,0,BRED,2018-11-20
13518,0,BRED,2018-11-21
13522,0,BRED,2018-11-22
13523,0,BRED,2018-11-22
13526,0,BRED,2018-11-22
13528,0,BRED,2018-11-25
13536,0,BRED,2018-11-26
13537,0,BRED,2018-11-27
13560,0,BRED,2018-12-05
13561,0,BRED,2018-12-05
